"region" "ålder" "år"
"1231 Burlöv" "45-54 år" 2070 2039 2211 2312
"1231 Burlöv" "55-64 år" 2174 2080 2002 1919
"1233 Vellinge" "25-34 år" 3169 2552 2196 2232
"1233 Vellinge" "35-44 år" 4832 5374 5267 4670
"1233 Vellinge" "45-54 år" 4178 4050 4604 5339
"1233 Vellinge" "55-64 år" 4952 5075 4300 3858
"1256 Östra Göinge" "25-34 år" 1483 1311 1200 1421
"1256 Östra Göinge" "35-44 år" 1870 1871 1794 1607
"1256 Östra Göinge" "45-54 år" 1877 1765 1779 1884
"1256 Östra Göinge" "55-64 år" 1885 2036 1877 1757
"1257 Örkelljunga" "25-34 år" 969 961 919 1012
"1257 Örkelljunga" "35-44 år" 1252 1250 1175 1056
"1257 Örkelljunga" "45-54 år" 1229 1223 1344 1342
"1257 Örkelljunga" "55-64 år" 1270 1357 1325 1293
"1260 Bjuv" "25-34 år" 1630 1592 1561 1611
"1260 Bjuv" "35-44 år" 1975 2130 2198 1962
"1260 Bjuv" "45-54 år" 1830 1856 2005 2165
"1260 Bjuv" "55-64 år" 1846 1901 1799 1773
"1261 Kävlinge" "25-34 år" 3322 3399 2989 2874
"1261 Kävlinge" "35-44 år" 3861 4463 4924 4848
"1261 Kävlinge" "45-54 år" 3251 3138 3583 4162
"1261 Kävlinge" "55-64 år" 3503 3899 3494 2922
"1262 Lomma" "25-34 år" 1744 1632 1632 1485
"1262 Lomma" "35-44 år" 2752 3163 3511 3592
"1262 Lomma" "45-54 år" 2357 2401 2880 3380
"1262 Lomma" "55-64 år" 2848 2747 2374 2220
"1263 Svedala" "25-34 år" 2188 2231 2084 1947
"1263 Svedala" "35-44 år" 2760 3037 3262 3247
"1263 Svedala" "45-54 år" 2637 2401 2512 2770
"1263 Svedala" "55-64 år" 2402 2579 2451 2224
"1264 Skurup" "25-34 år" 1551 1554 1433 1470
"1264 Skurup" "35-44 år" 1978 2166 2126 2006
"1264 Skurup" "45-54 år" 1996 1924 2045 2186
"1264 Skurup" "55-64 år" 1874 2118 2040 1887
"1265 Sjöbo" "25-34 år" 1897 1817 1767 1919
"1265 Sjöbo" "35-44 år" 2372 2528 2421 2216
"1265 Sjöbo" "45-54 år" 2368 2410 2566 2672
"1265 Sjöbo" "55-64 år" 2316 2631 2630 2538
"1266 Hörby" "25-34 år" 1424 1510 1542 1624
"1266 Hörby" "35-44 år" 1926 1928 1901 1847
"1266 Hörby" "45-54 år" 2014 2011 2042 2055
"1266 Hörby" "55-64 år" 1768 2072 2106 1997
"1267 Höör" "25-34 år" 1507 1500 1562 1525
"1267 Höör" "35-44 år" 2040 2149 2155 2076
"1267 Höör" "45-54 år" 1953 2044 2129 2253
"1267 Höör" "55-64 år" 1823 2017 2058 2050
"1270 Tomelilla" "25-34 år" 1274 1284 1373 1451
"1270 Tomelilla" "35-44 år" 1531 1529 1493 1436
"1270 Tomelilla" "45-54 år" 1725 1686 1630 1636
"1270 Tomelilla" "55-64 år" 1660 1865 1845 1768
"1272 Bromölla" "25-34 år" 1354 1213 1179 1256
"1272 Bromölla" "35-44 år" 1583 1694 1632 1454
"1272 Bromölla" "45-54 år" 1684 1497 1535 1726
"1272 Bromölla" "55-64 år" 1670 1818 1758 1587
"1273 Osby" "25-34 år" 1317 1182 1182 1339
"1273 Osby" "35-44 år" 1606 1631 1593 1421
"1273 Osby" "45-54 år" 1726 1630 1618 1659
"1273 Osby" "55-64 år" 1680 1834 1792 1632
"1275 Perstorp" "25-34 år" 722 667 706 848
"1275 Perstorp" "35-44 år" 984 976 874 778
"1275 Perstorp" "45-54 år" 863 888 1007 1012
"1275 Perstorp" "55-64 år" 829 901 870 903
"1276 Klippan" "25-34 år" 1731 1583 1663 1744
"1276 Klippan" "35-44 år" 2138 2215 2172 2027
"1276 Klippan" "45-54 år" 2160 2155 2261 2319
"1276 Klippan" "55-64 år" 2093 2336 2307 2144
"1277 Åstorp" "25-34 år" 1652 1637 1673 1698
"1277 Åstorp" "35-44 år" 1859 2078 2254 2124
"1277 Åstorp" "45-54 år" 1840 1672 1788 2012
"1277 Åstorp" "55-64 år" 1690 1891 1790 1677
"1278 Båstad" "25-34 år" 1261 1238 1193 1156
"1278 Båstad" "35-44 år" 1748 1679 1582 1523
"1278 Båstad" "45-54 år" 1888 1793 1847 1918
"1278 Båstad" "55-64 år" 2109 2328 2226 2035
"1280 Malmö" "25-34 år" 44272 50500 57357 60590
"1280 Malmö" "35-44 år" 36695 37829 41019 45233
"1280 Malmö" "45-54 år" 32759 32827 35369 37603
